City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,mount isa,-20.7333,139.5,295.02,33,0,2.57,AU,1669903348
369,saint-pierre,-21.3393,55.4781,299.97,69,0,6.17,RE,1669903626
370,rawson,-43.3002,-65.1023,297.39,24,0,6.62,AR,1669903626
371,mizdah,31.4451,12.9801,288.75,36,61,2.56,LY,1669903626
372,sal rei,16.1833,-22.9167,296.73,61,99,8.27,CV,1669903627
373,pevek,69.7008,170.3133,270.03,77,64,12.26,RU,1669903627
374,oranjestad,12.524,-70.027,299.77,86,7,0.89,AW,1669903475
375,atbasar,51.8,68.3333,258.22,75,100,7.72,KZ,1669903627
376,axim,4.8699,-2.2405,302.0,69,90,3.0,GH,1669903628
377,urumqi,43.801,87.6005,259.68,72,0,2.0,CN,1669903586
378,dunedin,-45.8742,170.5036,283.04,69,54,3.13,NZ,1669903471
379,ferrol,43.4832,-8.2369,288.44,61,0,5.27,ES,1669903431
380,mokhsogollokh,61.4681,128.9203,243.86,95,100,2.36,RU,1669903629
381,kholodnyy,62.7167,147.95,245.14,99,100,0.49,RU,1669903629
382,tyukhtet,56.5389,89.3011,255.69,97,100,2.22,RU,1669903629
383,jian,27.1172,114.9793,274.85,92,100,4.21,CN,1669903629
384,saint anthony,45.0205,-93.218,263.68,80,0,5.14,US,1669903629
385,at-bashi,41.1702,75.8106,263.85,83,100,0.6,KG,1669903630
386,iskateley,67.6803,53.1512,260.03,96,99,5.17,RU,1669903630
387,kosh-agach,50.0,88.6667,248.79,65,28,1.52,RU,1669903631
388,fayaoue,-20.65,166.5333,300.57,83,91,5.65,NC,1669903631
389,tadine,-21.55,167.8833,299.37,87,95,4.63,NC,1669903631
390,jinxiang,27.4327,120.6062,281.38,84,100,4.89,CN,1669903631
391,porto santo,33.072,-16.3415,293.36,77,40,7.72,PT,1669903632
392,truro,50.2653,-5.0544,284.75,74,20,4.12,GB,1669903369
393,sabha,27.0377,14.4283,292.26,18,0,0.23,LY,1669903632
394,dingle,10.9995,122.6711,297.92,92,100,3.56,PH,1669903632
395,sao mateus,-18.7161,-39.8589,301.79,72,90,2.24,BR,1669903423
396,egvekinot,66.3167,-179.1667,269.98,98,100,5.15,RU,1669903633
397,alpena,45.0617,-83.4327,272.29,79,100,3.6,US,1669903633
398,andros,37.8333,24.9333,290.78,67,22,3.13,GR,1669903634
399,yokadouma,3.5167,15.05,301.99,53,100,2.01,CM,1669903556
400,bambanglipuro,-7.95,110.2833,298.5,77,100,0.97,ID,1669903634
401,pokrovsk,48.282,37.1758,273.06,36,92,8.02,UA,1669903634
402,altamont,42.2068,-121.7372,272.06,95,100,4.63,US,1669903634
403,nantucket,41.2835,-70.0995,278.23,58,3,14.35,US,1669903635
404,port-gentil,-0.7193,8.7815,302.13,79,75,7.2,GA,1669903635
405,port keats,-14.25,129.55,301.25,60,100,0.84,AU,1669903635
406,mariani,26.6667,94.3333,291.32,75,0,0.8,IN,1669903635
407,hambantota,6.1241,81.1185,298.34,100,40,0.51,LK,1669903636
408,hami,42.8,93.45,264.57,18,82,2.14,CN,1669903637
409,robertsport,6.7533,-11.3686,301.4,69,90,2.56,LR,1669903637
410,chapais,49.7834,-74.8492,268.03,92,100,6.88,CA,1669903637
411,maiduguri,11.8464,13.1603,306.62,17,91,2.38,NG,1669903637
412,aykhal,66.0,111.5,241.13,100,100,4.6,RU,1669903637
413,sainte-suzanne,-20.9061,55.6089,300.27,75,100,2.06,RE,1669903638
414,hirado,33.3597,129.5531,280.73,55,100,5.49,JP,1669903638
415,kota belud,6.351,116.4305,297.71,88,88,1.65,MY,1669903638
416,elliot lake,46.3834,-82.6331,269.23,67,45,5.43,CA,1669903638
417,iwanai,42.9744,140.5089,269.48,69,100,8.21,JP,1669903639
418,vastseliina,57.7303,27.2932,263.55,94,74,1.89,EE,1669903639
419,katobu,-4.9408,122.5276,297.11,93,73,0.79,ID,1669903639
420,marawi,7.9986,124.2928,293.92,93,89,0.61,PH,1669903639
421,bubaque,11.2833,-15.8333,300.36,47,49,3.1,GW,1669903640
422,firozpur,30.9167,74.6,292.31,24,99,0.86,IN,1669903640
423,samarai,-10.6167,150.6667,300.79,79,100,2.81,PG,1669903640
424,parsons,37.3403,-95.2611,274.08,52,97,5.2,US,1669903640
425,skiathos,39.1623,23.4909,285.36,77,100,7.52,GR,1669903641
426,rorvik,64.8621,11.2373,275.21,69,100,2.57,NO,1669903641
427,vierzon,47.2101,2.0625,280.48,79,100,4.14,FR,1669903641
428,kibala,9.1104,18.3463,309.05,15,97,2.98,TD,1669903641
429,walvis bay,-22.9575,14.5053,294.3,63,31,10.52,NA,1669903641
430,moron,-34.6534,-58.6198,294.27,81,100,6.77,AR,1669903642
431,tuatapere,-46.1333,167.6833,281.11,78,97,4.52,NZ,1669903642
432,narodychi,51.2029,29.0823,266.68,94,97,2.04,UA,1669903642
433,bac lieu,9.285,105.7244,299.45,84,100,5.15,VN,1669903643
434,san quintin,30.4833,-115.95,284.95,79,100,2.58,MX,1669903643
435,mitsamiouli,-11.3847,43.2844,300.01,65,6,2.19,KM,1669903643
436,catia la mar,10.6038,-67.0303,300.36,85,11,1.68,VE,1669903523
437,gizo,-8.103,156.8419,299.97,80,100,2.49,SB,1669903644
438,chara,56.9064,118.2631,242.63,74,67,0.89,RU,1669903644
439,kingman,35.1894,-114.053,280.68,86,0,1.54,US,1669903644
440,eldorado,-23.7869,-54.2836,302.46,52,12,2.39,BR,1669903644
441,roros,62.5747,11.3842,269.06,86,75,1.54,NO,1669903528
442,san angelo,31.4638,-100.437,278.18,70,100,2.06,US,1669903645
443,panukulan,14.9333,121.8144,300.1,84,100,8.88,PH,1669903645
444,dzhebariki-khaya,62.2167,135.8,239.39,99,100,0.4,RU,1669903645
445,maun,-19.9833,23.4167,307.75,6,0,4.58,BW,1669903645
446,kitimat,54.0524,-128.6534,261.43,65,7,1.88,CA,1669903645
447,sioux lookout,50.1001,-91.917,259.28,89,100,1.46,CA,1669903646
448,bulgan,48.8125,103.5347,251.65,81,1,2.08,MN,1669903646
449,nemuro,43.3236,145.575,271.8,49,5,10.21,JP,1669903646
450,saint augustine,29.8947,-81.3145,292.08,82,0,5.66,US,1669903646
451,bermeo,43.4209,-2.7215,285.21,70,36,3.05,ES,1669903646
452,martapura,-3.4167,114.85,299.2,89,75,1.54,ID,1669903647
453,pacific grove,36.6177,-121.9166,285.18,78,75,6.71,US,1669903647
454,pangnirtung,66.1451,-65.7125,250.86,66,99,3.28,CA,1669903648
455,praxedis guerrero,31.3667,-106.0167,276.85,53,0,3.47,MX,1669903648
456,concordia,-31.393,-58.0209,302.84,48,25,4.98,AR,1669903607
457,kauhajoki,62.4333,22.1833,271.14,98,100,1.22,FI,1669903490
458,lakhdenpokhya,61.5198,30.1992,271.07,94,100,1.09,RU,1669903648
459,namatanai,-3.6667,152.4333,299.49,82,81,1.38,PG,1669903649
460,okha,53.5739,142.9478,255.06,91,100,8.78,RU,1669903649
461,biak,-0.9131,122.8766,297.9,79,83,1.0,ID,1669903649
462,cape coast,5.1053,-1.2466,302.28,66,60,4.0,GH,1669903649
463,amahai,-3.3333,128.9167,299.7,80,100,1.77,ID,1669903650
464,mapiripan,2.8892,-72.1256,300.46,70,15,5.42,CO,1669903650
465,tongzi,28.7829,105.0877,278.76,78,100,0.96,CN,1669903650
466,villa carlos paz,-31.4241,-64.4978,298.74,38,100,3.58,AR,1669903651
467,baie-comeau,49.2168,-68.1489,271.43,77,24,6.32,CA,1669903651
468,bilibino,68.0546,166.4372,259.01,96,69,2.6,RU,1669903651
469,tura,25.5198,90.2201,290.64,90,0,1.64,IN,1669903651
470,nangong,37.3581,115.3744,269.45,19,29,3.19,CN,1669903652
471,oranjemund,-28.55,16.4333,293.17,73,6,7.31,NA,1669903652
472,zhigansk,66.7697,123.3711,249.89,97,100,2.85,RU,1669903652
473,biltine,14.5333,20.9167,308.4,15,98,2.48,TD,1669903652
474,cayenne,4.9333,-52.3333,302.17,70,100,6.17,GF,1669903652
475,tselina,46.5338,41.0328,274.27,51,79,10.29,RU,1669903653
476,norman wells,65.282,-126.8329,260.11,96,100,2.73,CA,1669903653
477,madang,-5.2246,145.7966,298.16,90,100,2.02,PG,1669903571
478,karratha,-20.7377,116.8463,301.66,49,0,6.31,AU,1669903653
479,namanga,-2.5433,36.7905,298.4,41,100,7.62,KE,1669903653
480,belawan,3.7755,98.6832,300.31,84,100,2.89,ID,1669903653
481,tarbagatay,51.4803,107.3602,260.89,79,100,7.63,RU,1669903654
482,morondava,-20.2833,44.2833,301.28,69,100,6.03,MG,1669903654
483,hare bay,48.8499,-54.0148,275.79,80,100,7.63,CA,1669903654
484,hammerfest,70.6634,23.6821,275.4,100,75,0.51,NO,1669903654
485,gimli,50.6336,-96.9907,259.29,92,100,3.98,CA,1669903654
486,zelenoborsk,61.4669,64.0333,251.48,100,39,1.11,RU,1669903655
487,bayangol,50.6977,103.4656,249.37,96,100,1.14,RU,1669903655
488,jimenez,28.3333,-105.4,283.58,60,0,2.37,MX,1669903655
489,naters,46.3254,7.9891,281.18,74,45,1.16,CH,1669903656
490,sibolga,1.7427,98.7792,297.7,91,100,1.44,ID,1669903656
491,klyuchi,52.2667,79.1667,253.83,85,15,4.1,RU,1669903656
492,kaltasy,55.9693,54.8032,256.13,100,73,1.85,RU,1669903656
493,keita,14.7551,5.7749,305.1,11,9,3.75,NE,1669903657
494,peniche,39.3558,-9.3811,291.09,68,2,3.58,PT,1669903657
495,sydney,-33.8679,151.2073,290.77,71,75,6.17,AU,1669903469
496,aswan,24.0934,32.907,300.56,25,0,4.38,EG,1669903381
497,jijiga,9.35,42.8,297.03,13,31,6.16,ET,1669903657
498,tevaitoa,-16.7833,-151.5,299.41,79,53,6.05,PF,1669903657
499,maneadero,31.7167,-116.5667,284.87,79,100,1.79,MX,1669903658
500,sitka,57.0531,-135.33,273.09,74,100,2.57,US,1669903658
501,amapa,1.0,-52.0,303.86,56,50,1.86,BR,1669903658
502,souris,49.6172,-100.2612,259.67,86,100,4.66,CA,1669903659
503,cumaral,4.2708,-73.4867,298.01,83,68,1.47,CO,1669903659
504,cairns,-16.9167,145.7667,298.12,86,40,1.03,AU,1669903659
505,qasigiannguit,68.8193,-51.1922,266.29,96,100,0.6,GL,1669903659
506,aden,12.7794,45.0367,299.86,73,0,5.4,YE,1669903659
507,provideniya,64.3833,-173.3,271.19,96,82,3.84,RU,1669903660
508,covington,39.0837,-84.5086,270.77,73,0,3.09,US,1669903661
509,rio gallegos,-51.6226,-69.2181,291.18,19,75,7.2,AR,1669903661
510,huaihua,27.5494,109.9592,272.68,91,100,1.63,CN,1669903661
511,presidente olegario,-18.4178,-46.4181,301.17,48,44,2.38,BR,1669903661
512,paamiut,61.994,-49.6678,265.05,73,1,8.63,GL,1669903662
513,zapolyarnyy,69.4154,30.8136,267.75,97,94,1.36,RU,1669903578
514,san fernando,15.0286,120.6898,298.82,74,100,3.46,PH,1669903313
515,kungurtug,50.5994,97.5228,244.93,97,39,0.82,RU,1669903662
516,vendome,47.8,1.0667,280.31,66,46,4.47,FR,1669903663
517,thinadhoo,0.5333,72.9333,300.57,67,99,2.49,MV,1669903663
518,huangmei,30.1924,116.025,273.27,90,100,2.76,CN,1669903663
519,zyryanka,65.75,150.85,240.42,100,97,3.29,RU,1669903663
520,san cristobal,7.7669,-72.225,291.25,85,76,2.01,VE,1669903663
521,kangaatsiaq,68.3065,-53.4641,266.17,66,100,12.23,GL,1669903664
522,coahuayana,18.7333,-103.6833,296.5,88,98,1.47,MX,1669903664
523,alofi,-19.0595,-169.9187,299.04,79,45,0.7,NU,1669903664
524,wonthaggi,-38.6044,145.5913,285.27,82,0,1.76,AU,1669903624
525,mapiri,-15.25,-68.1667,302.14,56,6,0.6,BO,1669903665
526,murchison,-41.8,172.3333,282.43,96,99,1.29,NZ,1669903665
527,olafsvik,64.8945,-23.7142,278.89,80,77,14.45,IS,1669903665
528,sayansk,54.1088,102.1648,253.36,85,100,5.21,RU,1669903665
529,mercedes,-34.6515,-59.4307,294.28,58,100,7.95,AR,1669903569
530,yima,34.7381,111.8839,271.26,25,83,1.52,CN,1669903587
531,kouqian,43.6391,126.4578,258.51,68,0,3.78,CN,1669903666
532,rudnichnyy,59.617,52.4703,259.26,98,68,1.2,RU,1669903666
533,san juan,-31.5375,-68.5364,298.42,34,12,7.2,AR,1669903667
534,uvira,-3.4067,29.1458,296.95,86,89,4.92,CD,1669903667
535,tabuk,17.4189,121.4443,296.1,89,24,2.03,PH,1669903667
536,guadalupe victoria,32.2869,-115.105,280.9,59,85,1.89,MX,1669903545
537,roverud,60.2521,12.055,272.28,99,92,1.24,NO,1669903668
538,beya,53.0533,90.9139,251.03,93,87,1.49,RU,1669903668
539,puerto carreno,6.189,-67.4859,300.58,67,8,7.51,CO,1669903668
540,burnie,-41.0667,145.9167,286.45,75,56,5.13,AU,1669903668
541,erenhot,43.6475,111.9767,258.59,70,11,3.78,CN,1669903669
542,ilo,-17.6394,-71.3375,294.63,68,0,4.05,PE,1669903669
543,khandagayty,50.7333,92.05,246.84,80,9,2.33,RU,1669903669
544,canon city,38.441,-105.2424,277.24,41,0,7.72,US,1669903670
545,san patricio,28.017,-97.5169,285.06,73,0,5.26,US,1669903671
546,ust-tsilma,65.441,52.1498,258.34,98,100,1.81,RU,1669903671
547,maningrida,-12.0667,134.2667,300.48,59,100,1.99,AU,1669903671
548,berlevag,70.8578,29.0864,274.15,86,40,4.12,NO,1669903671
549,flin flon,54.7682,-101.865,251.22,95,100,2.86,CA,1669903671
550,maltahohe,-24.8333,16.9833,303.92,25,97,5.64,NA,1669903672
551,tabou,4.423,-7.3528,301.7,68,81,3.27,CI,1669903672
552,ahuimanu,21.4447,-157.8378,295.57,92,20,2.06,US,1669903672
553,catacamas,14.8,-85.9,295.65,88,99,0.43,HN,1669903673
554,vigrestad,58.5667,5.7,279.2,68,100,4.98,NO,1669903548
555,ukiah,39.1502,-123.2078,280.09,93,100,2.24,US,1669903673
556,padang,-0.9492,100.3543,297.18,89,100,1.74,ID,1669903471
557,coihaique,-45.5752,-72.0662,286.12,44,75,5.66,CL,1669903673
558,senneterre,48.3835,-77.2328,267.58,88,100,7.51,CA,1669903674
559,povoa de varzim,41.3834,-8.7636,289.41,55,0,4.63,PT,1669903674
560,russell,32.3502,-85.1999,278.75,48,0,2.06,US,1669903675
561,brookings,44.3114,-96.7984,267.14,71,0,9.77,US,1669903553
562,conde,-7.2597,-34.9075,300.85,74,75,5.14,BR,1669903675
563,beloha,-25.1667,45.05,298.3,73,97,5.46,MG,1669903675
564,imeni poliny osipenko,52.4201,136.4853,246.86,96,6,2.22,RU,1669903675
565,santa fe,-31.6333,-60.7,299.27,66,18,0.89,AR,1669903500
566,seoul,37.5683,126.9778,268.84,37,68,2.72,KR,1669903627
567,ludwigslust,53.3167,11.5,274.72,72,67,2.47,DE,1669903676
568,ewa beach,21.3156,-158.0072,295.7,86,0,2.06,US,1669903676
